2015-12-15 16:49:42.6605|Info|Sensor.MainWindow..ctor| message :  Avvio Applicazione: Sensor 1.0.0.0 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:21.1301|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:22.1410|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:23.1419|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:24.1429|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:25.1440|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:26.1446|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:27.1457|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:28.1468|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:29.1478|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:30.1489|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1499|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:31.1539|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:32.1600|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:33.1610|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:34.1621|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:35.1632|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:36.1642|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:37.1653|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:38.1663|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:39.1674|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:40.1680|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:41.1690|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:42.1791|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:43.1801|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:44.1812|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:45.1823|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:46.1834|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:47.1844|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:48.1854|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:49.1865|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:50.1879|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:51:51.1885|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:52.1995|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:53.2006|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:54.2017|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:55.2146|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:56.2159|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:57.2165|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:58.2174|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:51:59.2185|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:00.2190|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:01.2201|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:02.2312|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:03.2322|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:04.2333|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:05.2344|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:06.2354|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:07.2365|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:08.2375|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:09.2386|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:10.2396|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:52:11.2417|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:11.2477|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:12.2572|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:13.2587|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:14.2598|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:15.2605|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:16.2615|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:17.2626|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:18.2636|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:19.2647|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:20.2657|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 9 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 8 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 7 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 6 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 5 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 4 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 3 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 2 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  Num Message To send: 1 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_WRITE_MESSAGE 
2015-12-15 16:52:21.2668|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:22.2779|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:23.2785|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:24.2796|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
2015-12-15 16:52:25.2807|Debug|Sensor.TickData.pollLoop| message :  STATE_MACHINE_STATE.S_IDLE 
